"producto","mes_corte","ventas_mes_anterior","promedio_movil_ventas_3_meses","promedio_movil_ventas_6_meses","promedio_movil_ventas_12_meses","vistas_producto_mes_anterior","promedio_movil_vistas_3_meses","ventas_mes_siguiente"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2025-05","4","5.33","6.17","6.67","104","108.67","7"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2025-06","7","5.00","6.17","6.92","126","119.00","3"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2025-07","3","4.67","5.17","6.42","86","105.33","9"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2025-08","9","6.33","5.83","6.50","124","112.00","4"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2025-09","4","5.33","5.17","6.00","111","107.00","4"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2025-10","4","5.67","5.17","5.75","98","111.00","4"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2025-11","4","4.00","5.17","5.67","106","105.00","5"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2025-12","5","4.33","4.83","5.50","85","96.33","10"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2026-01","10","6.33","6.00","5.58","87","92.67","10"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2026-02","10","8.33","6.17","6.00","87","86.33","7"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2026-03","7","9.00","6.67","5.92","81","85.00","13"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2026-04","13","10.00","8.17","6.67","119","95.67","16"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2026-05","16","12.00","10.17","7.67","112","104.00","21"
"Optimum Nutrition Amino Energy Watermelon 270 g","2023-06","7","5.67","6.33","6.42","39","39.00","6"
"Optimum Nutrition Amino Energy Watermelon 270 g","2023-07","6","6.00","6.33","6.33","51","43.67","7"
"Optimum Nutrition Amino Energy Watermelon 270 g","2023-08","7","6.67","6.33","6.50","36","42.00","8"
"Optimum Nutrition Amino Energy Watermelon 270 g","2023-09","8","7.00","6.33","6.50","51","46.00","8"
"Optimum Nutrition Amino Energy Watermelon 270 g","2023-10","8","7.67","6.83","6.75","52","46.33","7"
"Optimum Nutrition Amino Energy Watermelon 270 g","2023-11","7","7.67","7.17","6.83","34","45.67","7"
"Optimum Nutrition Amino Energy Watermelon 270 g","2023-12","7","7.33","7.17","6.75","42","42.67","7"
"Optimum Nutrition Amino Energy Watermelon 270 g","2024-01","7","7.00","7.33","6.83","35","37.00","8"
"Optimum Nutrition Amino Energy Watermelon 270 g","2024-02","8","7.33","7.50","6.92","50","42.33","8"
"Optimum Nutrition Amino Energy Watermelon 270 g","2024-03","8","7.67","7.50","6.92","60","48.33","7"
"Optimum Nutrition Amino Energy Watermelon 270 g","2024-04","7","7.67","7.33","7.08","44","51.33","6"
"Optimum Nutrition Amino Energy Watermelon 270 g","2024-05","6","7.00","7.17","7.17","36","46.67","6"
"Optimum Nutrition Amino Energy Watermelon 270 g","2024-06","6","6.33","7.00","7.08","39","39.67","10"
"Optimum Nutrition Amino Energy Watermelon 270 g","2024-07","10","7.33","7.50","7.42","59","44.67","7"
"Optimum Nutrition Amino Energy Watermelon 270 g","2024-08","7","7.67","7.33","7.42","45","47.67","10"
"Optimum Nutrition Amino Energy Watermelon 270 g","2024-09","10","9.00","7.67","7.58","65","56.33","0"
"Optimum Nutrition Amino Energy Watermelon 270 g","2024-10","0","5.67","6.50","6.92","25","45.00","15"
"Optimum Nutrition Amino Energy Watermelon 270 g","2024-11","15","8.33","8.00","7.58","74","54.67","7"
"Optimum Nutrition Amino Energy Watermelon 270 g","2024-12","7","7.33","8.17","7.58","43","47.33","13"
"Optimum Nutrition Amino Energy Watermelon 270 g","2025-01","13","11.67","8.67","8.08","47","54.67","7"
"Optimum Nutrition Amino Energy Watermelon 270 g","2025-02","7","9.00","8.67","8.00","66","52.00","12"
"Optimum Nutrition Amino Energy Watermelon 270 g","2025-03","12","10.67","9.00","8.33","55","56.00","7"
"Optimum Nutrition Amino Energy Watermelon 270 g","2025-04","7","8.67","10.17","8.33","52","57.67","7"
"Optimum Nutrition Amino Energy Watermelon 270 g","2025-05","7","8.67","8.83","8.42","38","48.33","8"
"Optimum Nutrition Amino Energy Watermelon 270 g","2025-06","8","7.33","9.00","8.58","63","51.00","11"
"Optimum Nutrition Amino Energy Watermelon 270 g","2025-07","11","8.67","8.67","8.67","66","55.67","8"
"Optimum Nutrition Amino Energy Watermelon 270 g","2025-08","8","9.00","8.83","8.75","63","64.00","7"
"Optimum Nutrition Amino Energy Watermelon 270 g","2025-09","7","8.67","8.00","8.50","76","68.33","6"
"Optimum Nutrition Amino Energy Watermelon 270 g","2025-10","6","7.00","7.83","9.00","43","60.67","5"
"Optimum Nutrition Amino Energy Watermelon 270 g","2025-11","5","6.00","7.50","8.17","44","54.33","13"
"Optimum Nutrition Amino Energy Watermelon 270 g","2025-12","13","8.00","8.33","8.67","60","49.00","10"
"Optimum Nutrition Amino Energy Watermelon 270 g","2026-01","10","9.33","8.17","8.42","63","55.67","12"
"Optimum Nutrition Amino Energy Watermelon 270 g","2026-02","12","11.67","8.83","8.83","38","53.67","13"
"Optimum Nutrition Amino Energy Watermelon 270 g","2026-03","13","11.67","9.83","8.92","57","52.67","19"
"Optimum Nutrition Amino Energy Watermelon 270 g","2026-04","19","14.67","12.00","9.92","38","44.33","23"
"Optimum Nutrition Amino Energy Watermelon 270 g","2026-05","23","18.33","15.00","11.25","63","52.67","25"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2023-06","9","10.67","11.33","12.25","39","54.00","12"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2023-07","12","12.00","11.17","12.17","85","70.00","11"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2023-08","11","10.67","10.83","12.25","45","56.33","13"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2023-09","13","12.00","11.33","12.50","72","67.33","15"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2023-10","15","13.00","12.50","12.42","65","60.67","9"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2023-11","9","12.33","11.50","11.58","42","59.67","11"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2023-12","11","11.67","11.83","11.58","59","55.33","18"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2024-01","18","12.67","12.83","12.00","74","58.33","10"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2024-02","10","13.00","12.67","11.75","43","58.67","9"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2024-03","9","12.33","12.00","11.67","46","54.33","9"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2024-04","9","9.33","11.00","11.75","46","45.00","15"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2024-05","15","11.00","12.00","11.75","56","49.33","14"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2024-06","14","12.67","12.50","12.17","74","58.67","15"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2024-07","15","14.67","12.00","12.42","86","72.00","10"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2024-08","10","13.00","12.00","12.33","36","65.33","17"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2024-09","17","14.00","13.33","12.67","75","65.67","12"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2024-10","12","13.00","13.83","12.42","46","52.33","11"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2024-11","11","13.33","13.17","12.58","58","59.67","13"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2024-12","13","12.00","13.00","12.75","67","57.00","10"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2025-01","10","11.33","12.17","12.08","76","67.00","18"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2025-02","18","13.67","13.50","12.75","57","66.67","18"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2025-03","18","15.33","13.67","13.50","88","73.67","12"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2025-04","12","16.00","13.67","13.75","50","65.00","12"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2025-05","12","14.00","13.83","13.50","66","68.00","10"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2025-06","10","11.33","13.33","13.17","61","59.00","14"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2025-07","14","12.00","14.00","13.08","67","64.67","21"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2025-08","21","15.00","14.50","14.00","73","67.00","21"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2025-09","21","18.67","15.00","14.33","67","69.00","17"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2025-10","17","19.67","15.83","14.75","61","67.00","14"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2025-11","14","17.33","16.17","15.00","67","65.00","14"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2025-12","14","15.00","16.83","15.08","44","57.33","17"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2026-01","17","15.00","17.33","15.67","55","55.33","11"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2026-02","11","14.00","15.67","15.08","61","53.33","10"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2026-03","10","12.67","13.83","14.42","64","60.00","30"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2026-04","30","17.00","16.00","15.92","75","66.67","24"
"Optimum Nutrition BCAA 1000 Caps 200 caps","2026-05","24","21.33","17.67","16.92","103","80.67","29"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2023-06","15","13.67","14.17","13.25","58","70.67","13"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2023-07","13","13.00","13.50","13.33","52","57.67","11"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2023-08","11","13.00","13.33","13.42","61","57.00","15"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2023-09","15","13.00","13.33","13.58","77","63.33","12"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2023-10","12","12.67","12.83","13.58","75","71.00","17"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2023-11","17","14.67","13.83","13.75","108","86.67","16"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2023-12","16","15.00","14.00","14.08","93","92.00","12"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2024-01","12","15.00","13.83","13.67","69","90.00","12"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2024-02","12","13.33","14.00","13.67","72","78.00","15"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2024-03","15","13.00","14.00","13.67","54","65.00","12"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2024-04","12","13.00","14.00","13.42","68","64.67","8"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2024-05","8","11.67","12.50","13.17","42","54.67","14"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2024-06","14","11.33","12.17","13.08","56","55.33","4"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2024-07","4","8.67","10.83","12.33","27","41.67","14"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2024-08","14","10.67","11.17","12.58","63","48.67","16"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2024-09","16","11.33","11.33","12.67","81","57.00","16"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2024-10","16","15.33","12.00","13.00","54","66.00","16"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2024-11","16","16.00","13.33","12.92","54","63.00","14"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2024-12","14","15.33","13.33","12.75","84","64.00","22"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2025-01","22","17.33","16.33","13.58","75","71.00","18"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2025-02","18","18.00","17.00","14.08","121","93.33","14"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2025-03","14","18.00","16.67","14.00","94","96.67","16"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2025-04","16","16.00","16.67","14.33","48","87.67","14"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2025-05","14","14.67","16.33","14.83","52","64.67","17"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2025-06","17","15.67","16.83","15.08","92","64.00","19"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2025-07","19","16.67","16.33","16.33","89","77.67","16"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2025-08","16","17.33","16.00","16.50","103","94.67","12"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2025-09","12","15.67","15.67","16.17","65","85.67","19"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2025-10","19","15.67","16.17","16.42","89","85.67","14"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2025-11","14","15.00","16.17","16.25","86","80.00","20"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2025-12","20","17.67","16.67","16.75","113","96.00","15"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2026-01","15","16.33","16.00","16.17","52","83.67","19"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2026-02","19","18.00","16.50","16.25","71","78.67","22"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2026-03","22","18.67","18.17","16.92","59","60.67","21"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2026-04","21","20.67","18.50","17.33","100","76.67","22"
"Optimum Nutrition Casein Chocolate Supreme 2 lb","2026-05","22","21.67","19.83","18.00","42","67.00","33"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2023-06","11","13.67","14.17","14.17","64","75.00","14"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2023-07","14","13.00","13.67","14.42","91","73.33","12"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2023-08","12","12.33","13.83","14.25","44","66.33","18"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2023-09","18","14.67","14.17","14.42","99","78.00","18"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2023-10","18","16.00","14.50","14.67","73","72.00","10"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2023-11","10","15.33","13.83","14.67","78","83.33","16"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2023-12","16","14.67","14.67","14.42","56","69.00","16"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2024-01","16","14.00","15.00","14.33","82","72.00","18"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2024-02","18","16.67","16.00","14.92","82","73.33","15"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2024-03","15","16.33","15.50","14.83","44","69.33","15"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2024-04","15","16.00","15.00","14.75","54","60.00","12"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2024-05","12","14.00","15.33","14.58","57","51.67","12"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2024-06","12","13.00","14.67","14.67","71","60.67","18"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2024-07","18","14.00","15.00","15.00","81","69.67","21"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2024-08","21","17.00","15.50","15.75","95","82.33","25"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2024-09","25","21.33","17.17","16.33","85","87.00","24"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2024-10","24","23.33","18.67","16.83","67","82.33","15"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2024-11","15","21.33","19.17","17.25","68","73.33","16"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2024-12","16","18.33","19.83","17.25","102","79.00","23"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2025-01","23","18.00","20.67","17.83","109","93.00","15"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2025-02","15","18.00","19.67","17.58","57","89.33","22"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2025-03","22","20.00","19.17","18.17","69","78.33","23"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2025-04","23","20.00","19.00","18.83","69","65.00","18"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2025-05","18","21.00","19.50","19.33","57","65.00","22"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2025-06","22","21.00","20.50","20.17","76","67.33","23"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2025-07","23","21.00","20.50","20.58","76","69.67","21"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2025-08","21","22.00","21.50","20.58","38","63.33","16"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2025-09","16","20.00","20.50","19.83","91","68.33","22"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2025-10","22","19.67","20.33","19.67","81","70.00","27"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2025-11","27","21.67","21.83","20.67","80","84.00","19"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2025-12","19","22.67","21.33","20.92","89","83.33","29"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2026-01","29","25.00","22.33","21.42","55","74.67","16"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2026-02","16","21.33","21.50","21.50","70","71.33","18"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2026-03","18","21.00","21.83","21.17","56","60.33","26"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2026-04","26","20.00","22.50","21.42","87","71.00","28"
"Optimum Nutrition Electrolyte Mix Lemon Lime","2026-05","28","24.00","22.67","22.25","53","65.33","44"
"Optimum Nutrition Fish Oil 100 caps","2023-06","21","16.67","15.00","17.17","72","61.33","17"
"Optimum Nutrition Fish Oil 100 caps","2023-07","17","19.33","14.83","16.92","34","62.33","21"
"Optimum Nutrition Fish Oil 100 caps","2023-08","21","19.67","16.50","17.83","78","61.33","23"
"Optimum Nutrition Fish Oil 100 caps","2023-09","23","20.33","18.50","17.83","62","58.00","16"
"Optimum Nutrition Fish Oil 100 caps","2023-10","16","20.00","19.67","17.67","31","57.00","14"
"Optimum Nutrition Fish Oil 100 caps","2023-11","14","17.67","18.67","16.92","29","40.67","12"
"Optimum Nutrition Fish Oil 100 caps","2023-12","12","14.00","17.17","16.08","48","36.00","16"
"Optimum Nutrition Fish Oil 100 caps","2024-01","16","14.00","17.00","15.92","53","43.33","21"
"Optimum Nutrition Fish Oil 100 caps","2024-02","21","16.33","17.00","16.75","42","47.67","21"
"Optimum Nutrition Fish Oil 100 caps","2024-03","21","19.33","16.67","17.58","58","51.00","17"
"Optimum Nutrition Fish Oil 100 caps","2024-04","17","19.67","16.83","18.25","41","47.00","14"
"Optimum Nutrition Fish Oil 100 caps","2024-05","14","17.33","16.83","17.75","57","52.00","9"
"Optimum Nutrition Fish Oil 100 caps","2024-06","9","13.33","16.33","16.75","21","39.67","33"
"Optimum Nutrition Fish Oil 100 caps","2024-07","33","18.67","19.17","18.08","38","38.67","43"
"Optimum Nutrition Fish Oil 100 caps","2024-08","43","28.33","22.83","19.92","51","36.67","38"
"Optimum Nutrition Fish Oil 100 caps","2024-09","38","38.00","25.67","21.17","43","44.00","39"
"Optimum Nutrition Fish Oil 100 caps","2024-10","39","40.00","29.33","23.08","25","39.67","38"
"Optimum Nutrition Fish Oil 100 caps","2024-11","38","38.33","33.33","25.08","71","46.33","33"
"Optimum Nutrition Fish Oil 100 caps","2024-12","33","36.67","37.33","26.83","42","46.00","43"
"Optimum Nutrition Fish Oil 100 caps","2025-01","43","38.00","39.00","29.08","36","49.67","31"
"Optimum Nutrition Fish Oil 100 caps","2025-02","31","35.67","37.00","29.92","48","42.00","28"
"Optimum Nutrition Fish Oil 100 caps","2025-03","28","34.00","35.33","30.50","33","39.00","42"
"Optimum Nutrition Fish Oil 100 caps","2025-04","42","33.67","35.83","32.58","37","39.33","30"
"Optimum Nutrition Fish Oil 100 caps","2025-05","30","33.33","34.50","33.92","61","43.67","37"
"Optimum Nutrition Fish Oil 100 caps","2025-06","37","36.33","35.17","36.25","63","53.67","35"
"Optimum Nutrition Fish Oil 100 caps","2025-07","35","34.00","33.83","36.42","35","53.00","43"
